PassengerId,Survived
892,0.0625
893,0.4666666666666667
894,0.0625
895,0.11619718309859155
896,0.4666666666666667
897,0.11619718309859155
898,0.4666666666666667
899,0.4358974358974359
900,0.4666666666666667
901,0.11619718309859155
902,0.11619718309859155
903,0.0625
904,1.0
905,0.0625
906,1.0
907,0.9130434782608695
908,0.0625
909,0.11619718309859155
910,0.4666666666666667
911,0.4666666666666667
912,0.13636363636363635
913,0.8235294117647058
914,1.0
915,0.4358974358974359
916,0.875
917,0.0625
918,1.0
919,0.11619718309859155
920,0.4358974358974359
921,0.11619718309859155
922,0.0625
923,0.4358974358974359
924,0.4666666666666667
925,0.07692307692307693
926,0.4358974358974359
927,0.11619718309859155
928,0.7192982456140351
929,0.4666666666666667
930,0.11619718309859155
931,0.4358974358974359
932,0.05555555555555555
933,0.4358974358974359
934,0.0625
935,0.9130434782608695
936,1.0
937,0.11619718309859155
938,0.4358974358974359
939,0.11619718309859155
940,1.0
941,0.4666666666666667
942,0.4358974358974359
943,0.11619718309859155
944,0.9130434782608695
945,0.875
946,0.11619718309859155
947,0.1111111111111111
948,0.0625
949,0.11619718309859155
950,0.11619718309859155
951,1.0
952,0.11619718309859155
953,0.11619718309859155
954,0.11619718309859155
955,0.4666666666666667
956,0.4358974358974359
957,0.9130434782608695
958,0.4666666666666667
959,0.4358974358974359
960,0.4358974358974359
961,0.875
962,0.4666666666666667
963,0.11619718309859155
964,0.4666666666666667
965,0.4358974358974359
966,1.0
967,0.4358974358974359
968,0.11619718309859155
969,0.9130434782608695
970,0.11619718309859155
971,0.4666666666666667
972,0.8235294117647058
973,0.13636363636363635
974,0.0625
975,0.11619718309859155
976,0.11619718309859155
977,0.11619718309859155
978,0.4666666666666667
979,0.4666666666666667
980,0.7192982456140351
981,0.8235294117647058
982,0.4666666666666667
983,0.11619718309859155
984,0.875
985,0.11619718309859155
986,0.11619718309859155
987,0.11619718309859155
988,1.0
989,0.11619718309859155
990,0.4666666666666667
991,0.0625
992,1.0
993,0.11619718309859155
994,0.11619718309859155
995,0.11619718309859155
996,0.7192982456140351
997,0.11619718309859155
998,0.11619718309859155
999,0.11619718309859155
1000,0.11619718309859155
1001,0.11619718309859155
1002,0.0625
1003,0.7192982456140351
1004,1.0
1005,0.4666666666666667
1006,1.0
1007,0.11619718309859155
1008,0.11619718309859155
1009,0.7192982456140351
1010,0.4358974358974359
1011,0.9130434782608695
1012,0.9130434782608695
1013,0.11619718309859155
1014,1.0
1015,0.11619718309859155
1016,0.11619718309859155
1017,0.4666666666666667
1018,0.11619718309859155
1019,0.7192982456140351
1020,0.0625
1021,0.11619718309859155
1022,0.11619718309859155
1023,0.4358974358974359
1024,0.07692307692307693
1025,0.11619718309859155
1026,0.0625
1027,0.11619718309859155
1028,0.11619718309859155
1029,0.11619718309859155
1030,0.4666666666666667
1031,0.4358974358974359
1032,0.07692307692307693
1033,1.0
1034,0.13636363636363635
1035,0.11619718309859155
1036,0.4358974358974359
1037,0.11619718309859155
1038,0.4358974358974359
1039,0.11619718309859155
1040,0.4358974358974359
1041,0.05555555555555555
1042,1.0
1043,0.11619718309859155
1044,0.0625
1045,0.4666666666666667
1046,0.1111111111111111
1047,0.11619718309859155
1048,1.0
1049,0.4666666666666667
1050,0.4358974358974359
1051,0.4666666666666667
1052,0.7192982456140351
1053,0.8235294117647058
1054,0.9130434782608695
1055,0.11619718309859155
1056,0.0625
1057,0.4666666666666667
1058,0.4358974358974359
1059,0.4358974358974359
1060,0.9130434782608695
1061,0.4666666666666667
1062,0.11619718309859155
1063,0.11619718309859155
1064,0.11619718309859155
1065,0.11619718309859155
1066,0.4358974358974359
1067,0.875
1068,1.0
1069,0.13636363636363635
1070,0.875
